Board	-- Total Bans / Posts per day ASC

/r/	--	 0.0037214247740564
/b/ 	--	 0.007033547892067
/qst/	--	 0.0094032549728752
/trash/	--	 0.0153133903133903
/wsr/	--	 0.0353817504655493
/bant/	--	 0.0460813992600067
/hr/	--	 0.0546583850931677
/3/	--	 0.0609756097560976
/s4s/	--	 0.062943011057556
/tg/	--	 0.0711192538307795
/int/	--	 0.079821873204367
/k/	--	 0.0842696629213483
/sp/	--	 0.0848438330282813
/n/	--	 0.0860759493670886
/an/	--	 0.089119170984456
/o/	--	 0.0892857142857143
/toy/	--	 0.0918176139912555
/m/	--	 0.0924214417744917
/fa/	--	 0.10259797446059
/ic/	--	 0.1045178691840863
/f/	--	 0.1058823529411765
/vg/	--	 0.1083789755888113
/adv/	--	 0.1145625534340268
/r9k/	--	 0.1234799713876967
/wsg/	--	 0.1262002743484225
/x/	--	 0.1325921008961168
/jp/	--	 0.1354471294443589
/pol/ 	--	 0.1447634663689646
/out/	--	 0.1483679525222552
/biz/	--	 0.152089552238806
/p/	--	 0.1680327868852459
/v/	--	 0.1718468537233231
/co/	--	 0.1730383356215017
/trv/	--	 0.1805869074492099
/gif/	--	 0.1828183141886426
/cm/	--	 0.1928934010152284
/vp/	--	 0.2032550627407131
/gd/	--	 0.2058823529411765
/lgbt/	--	 0.2108585858585859
/fit/	--	 0.2115223835220795
/mu/	--	 0.2144707160163756
/g/	--	 0.2173580869432348
/lit/	--	 0.2176649746192893
/wg/	--	 0.2180094786729858
/mlp/	--	 0.2193283070596299
/diy/	--	 0.2218649517684887
/soc/	--	 0.2251887810140237
/vip/	--	 0.2272727272727273
/ck/	--	 0.2409117704853606
/a/	--	 0.2629857637552905
/c/	--	 0.2649379932356257
/cgl/	--	 0.2723404255319149
/u/	--	 0.2934210526315789
/his/	--	 0.2988090941898232
/e/	--	 0.2995391705069124
/i/	--	 0.3125
/vr/	--	 0.3166397415185784
/asp/	--	 0.3414341947629642
/tv/	--	 0.3557440439066983
/news/	--	 0.4024767801857585
/sci/	--	 0.4185929648241206
/hc/	--	 0.4288659793814433
/aco/	--	 0.4506307090039147
/s/	--	 0.4645917907081642
/y/	--	 0.4663072776280323
/w/	--	 0.4769230769230769
/d/	--	 0.4993141289437586
/qa/	--	 0.52423900789177
/t/	--	 0.576
/h/	--	 0.623696682464455
/hm/	--	 1.267281105990783
/po/	--	 2.666666666666667
